"species","year","country","mean"
"Crocothemis_erythraea",2009,"Italy",0.62467
"Crocothemis_erythraea",2009,"Luxembourg",0.42055
"Crocothemis_erythraea",2009,"Netherlands",0.49828
"Crocothemis_erythraea",2009,"Norway",0.00405
"Crocothemis_erythraea",2009,"Portugal",0.70891
"Crocothemis_erythraea",2009,"Slovenia",0.42519
"Crocothemis_erythraea",2009,"Spain",0.49897
"Crocothemis_erythraea",2009,"Sweden",0.00044
"Crocothemis_erythraea",2009,"Switzerland",0.34844
"Crocothemis_erythraea",2009,"United Kingdom",0.00092
"Crocothemis_erythraea",2009,"All",0.24279
"Crocothemis_erythraea",2010,"Austria",0.13955
"Crocothemis_erythraea",2010,"Belgium",0.52589
"Crocothemis_erythraea",2010,"Czechia",0.17354
"Crocothemis_erythraea",2010,"Denmark",0.01155
"Crocothemis_erythraea",2010,"Finland",0.00034
"Crocothemis_erythraea",2010,"France",0.39237
"Crocothemis_erythraea",2010,"Germany",0.15244
"Crocothemis_erythraea",2010,"Ireland",0.00115
"Crocothemis_erythraea",2010,"Italy",0.62657
"Crocothemis_erythraea",2010,"Luxembourg",0.42253
"Crocothemis_erythraea",2010,"Netherlands",0.50027
"Crocothemis_erythraea",2010,"Norway",0.00409
"Crocothemis_erythraea",2010,"Portugal",0.71058
"Crocothemis_erythraea",2010,"Slovenia",0.42744
"Crocothemis_erythraea",2010,"Spain",0.50095
"Crocothemis_erythraea",2010,"Sweden",0.00044
"Crocothemis_erythraea",2010,"Switzerland",0.35021
"Crocothemis_erythraea",2010,"United Kingdom",0.00093
"Crocothemis_erythraea",2010,"All",0.24389
"Crocothemis_erythraea",2011,"Austria",0.12352
"Crocothemis_erythraea",2011,"Belgium",0.48989
"Crocothemis_erythraea",2011,"Czechia",0.14988
"Crocothemis_erythraea",2011,"Denmark",0.00946
"Crocothemis_erythraea",2011,"Finland",0.00028
"Crocothemis_erythraea",2011,"France",0.35157
"Crocothemis_erythraea",2011,"Germany",0.1342
"Crocothemis_erythraea",2011,"Ireland",0.00093
"Crocothemis_erythraea",2011,"Italy",0.59288
"Crocothemis_erythraea",2011,"Luxembourg",0.37717
"Crocothemis_erythraea",2011,"Netherlands",0.46197
"Crocothemis_erythraea",2011,"Norway",0.00336
"Crocothemis_erythraea",2011,"Portugal",0.68179
"Crocothemis_erythraea",2011,"Slovenia",0.39086
"Crocothemis_erythraea",2011,"Spain",0.46711
"Crocothemis_erythraea",2011,"Sweden",0.00036
"Crocothemis_erythraea",2011,"Switzerland",0.31795
"Crocothemis_erythraea",2011,"United Kingdom",0.00075
"Crocothemis_erythraea",2011,"All",0.22494
"Crocothemis_erythraea",2012,"Austria",0.13757
"Crocothemis_erythraea",2012,"Belgium",0.52203
"Crocothemis_erythraea",2012,"Czechia",0.17084
"Crocothemis_erythraea",2012,"Denmark",0.0113
"Crocothemis_erythraea",2012,"Finland",0.00033
"Crocothemis_erythraea",2012,"France",0.38763
"Crocothemis_erythraea",2012,"Germany",0.15036
"Crocothemis_erythraea",2012,"Ireland",0.00112
"Crocothemis_erythraea",2012,"Italy",0.6227
"Crocothemis_erythraea",2012,"Luxembourg",0.41806
"Crocothemis_erythraea",2012,"Netherlands",0.49584
"Crocothemis_erythraea",2012,"Norway",0.00402
"Crocothemis_erythraea",2012,"Portugal",0.70741
"Crocothemis_erythraea",2012,"Slovenia",0.42256
"Crocothemis_erythraea",2012,"Spain",0.49708
"Crocothemis_erythraea",2012,"Sweden",0.00043
"Crocothemis_erythraea",2012,"Switzerland",0.34657
"Crocothemis_erythraea",2012,"United Kingdom",9e-04
"Crocothemis_erythraea",2012,"All",0.24171
"Crocothemis_erythraea",2013,"Austria",0.14423
"Crocothemis_erythraea",2013,"Belgium",0.53548
"Crocothemis_erythraea",2013,"Czechia",0.18039
"Crocothemis_erythraea",2013,"Denmark",0.01221
"Crocothemis_erythraea",2013,"Finland",0.00036
"Crocothemis_erythraea",2013,"France",0.40368
"Crocothemis_erythraea",2013,"Germany",0.15786
"Crocothemis_erythraea",2013,"Ireland",0.00122
"Crocothemis_erythraea",2013,"Italy",0.63533
"Crocothemis_erythraea",2013,"Luxembourg",0.4349
"Crocothemis_erythraea",2013,"Netherlands",0.5106
"Crocothemis_erythraea",2013,"Norway",0.00433
"Crocothemis_erythraea",2013,"Portugal",0.71839
"Crocothemis_erythraea",2013,"Slovenia",0.4374
"Crocothemis_erythraea",2013,"Spain",0.51023
"Crocothemis_erythraea",2013,"Sweden",0.00047
"Crocothemis_erythraea",2013,"Switzerland",0.3595
"Crocothemis_erythraea",2013,"United Kingdom",0.00098
"Crocothemis_erythraea",2013,"All",0.24913
"Crocothemis_erythraea",2014,"Austria",0.13697
"Crocothemis_erythraea",2014,"Belgium",0.52045
"Crocothemis_erythraea",2014,"Czechia",0.17005
"Crocothemis_erythraea",2014,"Denmark",0.01121
"Crocothemis_erythraea",2014,"Finland",0.00033
"Crocothemis_erythraea",2014,"France",0.38619
"Crocothemis_erythraea",2014,"Germany",0.14969
"Crocothemis_erythraea",2014,"Ireland",0.00112
"Crocothemis_erythraea",2014,"Italy",0.62152
"Crocothemis_erythraea",2014,"Luxembourg",0.41646
"Crocothemis_erythraea",2014,"Netherlands",0.49473
"Crocothemis_erythraea",2014,"Norway",0.00398
"Crocothemis_erythraea",2014,"Portugal",0.7061
"Crocothemis_erythraea",2014,"Slovenia",0.42215
"Crocothemis_erythraea",2014,"Spain",0.49602
"Crocothemis_erythraea",2014,"Sweden",0.00043
"Crocothemis_erythraea",2014,"Switzerland",0.34541
"Crocothemis_erythraea",2014,"United Kingdom",9e-04
"Crocothemis_erythraea",2014,"All",0.24105
"Crocothemis_erythraea",2015,"Austria",0.1656
"Crocothemis_erythraea",2015,"Belgium",0.57705
"Crocothemis_erythraea",2015,"Czechia",0.2119
"Crocothemis_erythraea",2015,"Denmark",0.0153
"Crocothemis_erythraea",2015,"Finland",0.00046
"Crocothemis_erythraea",2015,"France",0.45322
"Crocothemis_erythraea",2015,"Germany",0.18259
"Crocothemis_erythraea",2015,"Ireland",0.00155
"Crocothemis_erythraea",2015,"Italy",0.67253
"Crocothemis_erythraea",2015,"Luxembourg",0.49116
"Crocothemis_erythraea",2015,"Netherlands",0.55503
"Crocothemis_erythraea",2015,"Norway",0.00546
"Crocothemis_erythraea",2015,"Portugal",0.75041
"Crocothemis_erythraea",2015,"Slovenia",0.48188
"Crocothemis_erythraea",2015,"Spain",0.55022
"Crocothemis_erythraea",2015,"Sweden",6e-04
"Crocothemis_erythraea",2015,"Switzerland",0.39903
"Crocothemis_erythraea",2015,"United Kingdom",0.00125
"Crocothemis_erythraea",2015,"All",0.27196
"Crocothemis_erythraea",2016,"Austria",0.15819
"Crocothemis_erythraea",2016,"Belgium",0.56362
"Crocothemis_erythraea",2016,"Czechia",0.2012
"Crocothemis_erythraea",2016,"Denmark",0.01424
"Crocothemis_erythraea",2016,"Finland",0.00042
"Crocothemis_erythraea",2016,"France",0.43682
"Crocothemis_erythraea",2016,"Germany",0.17412
"Crocothemis_erythraea",2016,"Ireland",0.00142
"Crocothemis_erythraea",2016,"Italy",0.66049
"Crocothemis_erythraea",2016,"Luxembourg",0.47286
"Crocothemis_erythraea",2016,"Netherlands",0.54046
"Crocothemis_erythraea",2016,"Norway",0.00508
"Crocothemis_erythraea",2016,"Portugal",0.73997
"Crocothemis_erythraea",2016,"Slovenia",0.46723
"Crocothemis_erythraea",2016,"Spain",0.53717
"Crocothemis_erythraea",2016,"Sweden",0.00055
"Crocothemis_erythraea",2016,"Switzerland",0.38578
"Crocothemis_erythraea",2016,"United Kingdom",0.00116
"Crocothemis_erythraea",2016,"All",0.26441
"Crocothemis_erythraea",2017,"Austria",0.16972
"Crocothemis_erythraea",2017,"Belgium",0.58442
"Crocothemis_erythraea",2017,"Czechia",0.21808
"Crocothemis_erythraea",2017,"Denmark",0.01595
"Crocothemis_erythraea",2017,"Finland",0.00048
"Crocothemis_erythraea",2017,"France",0.46249
"Crocothemis_erythraea",2017,"Germany",0.18753
"Crocothemis_erythraea",2017,"Ireland",0.00162
"Crocothemis_erythraea",2017,"Italy",0.67916
"Crocothemis_erythraea",2017,"Luxembourg",0.50063
"Crocothemis_erythraea",2017,"Netherlands",0.56309
"Crocothemis_erythraea",2017,"Norway",0.00569
"Crocothemis_erythraea",2017,"Portugal",0.7561
"Crocothemis_erythraea",2017,"Slovenia",0.49026
"Crocothemis_erythraea",2017,"Spain",0.55753
"Crocothemis_erythraea",2017,"Sweden",0.00062
"Crocothemis_erythraea",2017,"Switzerland",0.40642
"Crocothemis_erythraea",2017,"United Kingdom",0.00131
"Crocothemis_erythraea",2017,"All",0.2762
"Crocothemis_erythraea",2018,"Austria",0.19239
"Crocothemis_erythraea",2018,"Belgium",0.62252
"Crocothemis_erythraea",2018,"Czechia",0.25172
"Crocothemis_erythraea",2018,"Denmark",0.01981
"Crocothemis_erythraea",2018,"Finland",0.00061
"Crocothemis_erythraea",2018,"France",0.51033
"Crocothemis_erythraea",2018,"Germany",0.21448
"Crocothemis_erythraea",2018,"Ireland",0.00203
"Crocothemis_erythraea",2018,"Italy",0.71212
"Crocothemis_erythraea",2018,"Luxembourg",0.55265
"Crocothemis_erythraea",2018,"Netherlands",0.60434
"Crocothemis_erythraea",2018,"Norway",0.00707
"Crocothemis_erythraea",2018,"Portugal",0.78467
"Crocothemis_erythraea",2018,"Slovenia",0.53359
"Crocothemis_erythraea",2018,"Spain",0.59546
"Crocothemis_erythraea",2018,"Sweden",0.00078
"Crocothemis_erythraea",2018,"Switzerland",0.44521
"Crocothemis_erythraea",2018,"United Kingdom",0.00165
"Crocothemis_erythraea",2018,"All",0.29828
"Crocothemis_erythraea",2019,"Austria",0.18361
"Crocothemis_erythraea",2019,"Belgium",0.60834
"Crocothemis_erythraea",2019,"Czechia",0.23876
"Crocothemis_erythraea",2019,"Denmark",0.01832
"Crocothemis_erythraea",2019,"Finland",0.00056
"Crocothemis_erythraea",2019,"France",0.49245
"Crocothemis_erythraea",2019,"Germany",0.20397
"Crocothemis_erythraea",2019,"Ireland",0.00186
"Crocothemis_erythraea",2019,"Italy",0.70002
"Crocothemis_erythraea",2019,"Luxembourg",0.53315
"Crocothemis_erythraea",2019,"Netherlands",0.589
"Crocothemis_erythraea",2019,"Norway",0.00652
"Crocothemis_erythraea",2019,"Portugal",0.77426
"Crocothemis_erythraea",2019,"Slovenia",0.51701
"Crocothemis_erythraea",2019,"Spain",0.58126
"Crocothemis_erythraea",2019,"Sweden",0.00072
"Crocothemis_erythraea",2019,"Switzerland",0.43078
"Crocothemis_erythraea",2019,"United Kingdom",0.00151
"Crocothemis_erythraea",2019,"All",0.28999
"Crocothemis_erythraea",2020,"Austria",0.17748
"Crocothemis_erythraea",2020,"Belgium",0.59833
"Crocothemis_erythraea",2020,"Czechia",0.22992
"Crocothemis_erythraea",2020,"Denmark",0.01731
"Crocothemis_erythraea",2020,"Finland",0.00052
"Crocothemis_erythraea",2020,"France",0.47964
"Crocothemis_erythraea",2020,"Germany",0.19695
"Crocothemis_erythraea",2020,"Ireland",0.00176
"Crocothemis_erythraea",2020,"Italy",0.69127
"Crocothemis_erythraea",2020,"Luxembourg",0.51918
"Crocothemis_erythraea",2020,"Netherlands",0.57804
"Crocothemis_erythraea",2020,"Norway",0.00615
"Crocothemis_erythraea",2020,"Portugal",0.7665
"Crocothemis_erythraea",2020,"Slovenia",0.50562
"Crocothemis_erythraea",2020,"Spain",0.57117
"Crocothemis_erythraea",2020,"Sweden",0.00068
"Crocothemis_erythraea",2020,"Switzerland",0.42043
"Crocothemis_erythraea",2020,"United Kingdom",0.00142
"Crocothemis_erythraea",2020,"All",0.28412
"Crocothemis_erythraea",2021,"Austria",0.21158
"Crocothemis_erythraea",2021,"Belgium",0.65158
"Crocothemis_erythraea",2021,"Czechia",0.28005
"Crocothemis_erythraea",2021,"Denmark",0.02345
"Crocothemis_erythraea",2021,"Finland",0.00073
"Crocothemis_erythraea",2021,"France",0.54803
"Crocothemis_erythraea",2021,"Germany",0.2381
"Crocothemis_erythraea",2021,"Ireland",0.00242
"Crocothemis_erythraea",2021,"Italy",0.73656
"Crocothemis_erythraea",2021,"Luxembourg",0.59352
"Crocothemis_erythraea",2021,"Netherlands",0.63588
"Crocothemis_erythraea",2021,"Norway",0.00838
"Crocothemis_erythraea",2021,"Portugal",0.80629
"Crocothemis_erythraea",2021,"Slovenia",0.56792
"Crocothemis_erythraea",2021,"Spain",0.62488
"Crocothemis_erythraea",2021,"Sweden",0.00094
"Crocothemis_erythraea",2021,"Switzerland",0.47626
"Crocothemis_erythraea",2021,"United Kingdom",0.00198
"Crocothemis_erythraea",2021,"All",0.31579
"Sympetrum_danae",2005,"Austria",0.18482
"Sympetrum_danae",2005,"Belgium",0.1357
"Sympetrum_danae",2005,"Czechia",0.15096
"Sympetrum_danae",2005,"Denmark",0.14216
"Sympetrum_danae",2005,"Finland",0.46645
"Sympetrum_danae",2005,"France",0.02473
"Sympetrum_danae",2005,"Germany",0.09531
"Sympetrum_danae",2005,"Ireland",0.24986
"Sympetrum_danae",2005,"Italy",0.02778
"Sympetrum_danae",2005,"Luxembourg",0.0652
"Sympetrum_danae",2005,"Netherlands",0.30442
"Sympetrum_danae",2005,"Norway",0.56067
"Sympetrum_danae",2005,"Portugal",0.00012
"Sympetrum_danae",2005,"Slovenia",0.00616
"Sympetrum_danae",2005,"Spain",0.00079
"Sympetrum_danae",2005,"Sweden",0.4635
"Sympetrum_danae",2005,"Switzerland",0.2778
"Sympetrum_danae",2005,"United Kingdom",0.26501
"Sympetrum_danae",2005,"All",0.20913
"Sympetrum_danae",2006,"Austria",0.17221
"Sympetrum_danae",2006,"Belgium",0.12582
"Sympetrum_danae",2006,"Czechia",0.13906
"Sympetrum_danae",2006,"Denmark",0.13051
"Sympetrum_danae",2006,"Finland",0.44658
"Sympetrum_danae",2006,"France",0.0227
"Sympetrum_danae",2006,"Germany",0.08824
"Sympetrum_danae",2006,"Ireland",0.23259
"Sympetrum_danae",2006,"Italy",0.02635
"Sympetrum_danae",2006,"Luxembourg",0.06041
"Sympetrum_danae",2006,"Netherlands",0.28431
"Sympetrum_danae",2006,"Norway",0.53943
"Sympetrum_danae",2006,"Portugal",0.00011
"Sympetrum_danae",2006,"Slovenia",0.00556
"Sympetrum_danae",2006,"Spain",0.00071
"Sympetrum_danae",2006,"Sweden",0.44331
"Sympetrum_danae",2006,"Switzerland",0.26054
"Sympetrum_danae",2006,"United Kingdom",0.25028
"Sympetrum_danae",2006,"All",0.1991
"Sympetrum_danae",2007,"Austria",0.15696
"Sympetrum_danae",2007,"Belgium",0.11429
"Sympetrum_danae",2007,"Czechia",0.12489
"Sympetrum_danae",2007,"Denmark",0.11695
"Sympetrum_danae",2007,"Finland",0.4219
"Sympetrum_danae",2007,"France",0.02031
"Sympetrum_danae",2007,"Germany",0.07989
"Sympetrum_danae",2007,"Ireland",0.21231
"Sympetrum_danae",2007,"Italy",0.0246
"Sympetrum_danae",2007,"Luxembourg",0.05498
"Sympetrum_danae",2007,"Netherlands",0.26016
"Sympetrum_danae",2007,"Norway",0.51266
"Sympetrum_danae",2007,"Portugal",9e-05
"Sympetrum_danae",2007,"Slovenia",0.00489
"Sympetrum_danae",2007,"Spain",0.00063
"Sympetrum_danae",2007,"Sweden",0.41824
"Sympetrum_danae",2007,"Switzerland",0.23973
"Sympetrum_danae",2007,"United Kingdom",0.23211
"Sympetrum_danae",2007,"All",0.18675
"Sympetrum_danae",2008,"Austria",0.16572
"Sympetrum_danae",2008,"Belgium",0.12085
"Sympetrum_danae",2008,"Czechia",0.13292
"Sympetrum_danae",2008,"Denmark",0.12464
"Sympetrum_danae",2008,"Finland",0.43617
"Sympetrum_danae",2008,"France",0.02166
"Sympetrum_danae",2008,"Germany",0.08463
"Sympetrum_danae",2008,"Ireland",0.224
"Sympetrum_danae",2008,"Italy",0.02559
"Sympetrum_danae",2008,"Luxembourg",0.05807
"Sympetrum_danae",2008,"Netherlands",0.27393
"Sympetrum_danae",2008,"Norway",0.52816
"Sympetrum_danae",2008,"Portugal",1e-04
"Sympetrum_danae",2008,"Slovenia",0.00526
"Sympetrum_danae",2008,"Spain",0.00068
"Sympetrum_danae",2008,"Sweden",0.43249
"Sympetrum_danae",2008,"Switzerland",0.25152
"Sympetrum_danae",2008,"United Kingdom",0.24257
"Sympetrum_danae",2008,"All",0.19383
"Sympetrum_danae",2009,"Austria",0.17373
"Sympetrum_danae",2009,"Belgium",0.12712
"Sympetrum_danae",2009,"Czechia",0.14054
"Sympetrum_danae",2009,"Denmark",0.13214
"Sympetrum_danae",2009,"Finland",0.44933
"Sympetrum_danae",2009,"France",0.02295
"Sympetrum_danae",2009,"Germany",0.08917
"Sympetrum_danae",2009,"Ireland",0.23489
"Sympetrum_danae",2009,"Italy",0.02654
"Sympetrum_danae",2009,"Luxembourg",0.06106
"Sympetrum_danae",2009,"Netherlands",0.28688
"Sympetrum_danae",2009,"Norway",0.54237
"Sympetrum_danae",2009,"Portugal",0.00011
"Sympetrum_danae",2009,"Slovenia",0.00563
"Sympetrum_danae",2009,"Spain",0.00072
"Sympetrum_danae",2009,"Sweden",0.44592
"Sympetrum_danae",2009,"Switzerland",0.26292
"Sympetrum_danae",2009,"United Kingdom",0.25224
"Sympetrum_danae",2009,"All",0.20044
"Sympetrum_danae",2010,"Austria",0.16273
"Sympetrum_danae",2010,"Belgium",0.11862
"Sympetrum_danae",2010,"Czechia",0.13014
"Sympetrum_danae",2010,"Denmark",0.12205
"Sympetrum_danae",2010,"Finland",0.4315
"Sympetrum_danae",2010,"France",0.0212
"Sympetrum_danae",2010,"Germany",0.08301
"Sympetrum_danae",2010,"Ireland",0.22001
"Sympetrum_danae",2010,"Italy",0.02524
"Sympetrum_danae",2010,"Luxembourg",0.05707
"Sympetrum_danae",2010,"Netherlands",0.26927
"Sympetrum_danae",2010,"Norway",0.52301
"Sympetrum_danae",2010,"Portugal",1e-04
"Sympetrum_danae",2010,"Slovenia",0.00513
"Sympetrum_danae",2010,"Spain",0.00066
"Sympetrum_danae",2010,"Sweden",0.42767
"Sympetrum_danae",2010,"Switzerland",0.24769
"Sympetrum_danae",2010,"United Kingdom",0.2391
"Sympetrum_danae",2010,"All",0.19146
"Sympetrum_danae",2011,"Austria",0.15483
"Sympetrum_danae",2011,"Belgium",0.11274
"Sympetrum_danae",2011,"Czechia",0.12309
"Sympetrum_danae",2011,"Denmark",0.11508
"Sympetrum_danae",2011,"Finland",0.41862
"Sympetrum_danae",2011,"France",0.01999
"Sympetrum_danae",2011,"Germany",0.07875
"Sympetrum_danae",2011,"Ireland",0.20988
"Sympetrum_danae",2011,"Italy",0.02434
"Sympetrum_danae",2011,"Luxembourg",0.05419
"Sympetrum_danae",2011,"Netherlands",0.25681
"Sympetrum_danae",2011,"Norway",0.50898
"Sympetrum_danae",2011,"Portugal",9e-05
"Sympetrum_danae",2011,"Slovenia",0.0048
"Sympetrum_danae",2011,"Spain",0.00062
"Sympetrum_danae",2011,"Sweden",0.41486
"Sympetrum_danae",2011,"Switzerland",0.23695
"Sympetrum_danae",2011,"United Kingdom",0.22976
"Sympetrum_danae",2011,"All",0.18509
"Sympetrum_danae",2012,"Austria",0.19708
"Sympetrum_danae",2012,"Belgium",0.1452
"Sympetrum_danae",2012,"Czechia",0.16273
"Sympetrum_danae",2012,"Denmark",0.15384
"Sympetrum_danae",2012,"Finland",0.48488
"Sympetrum_danae",2012,"France",0.02674
"Sympetrum_danae",2012,"Germany",0.10229
"Sympetrum_danae",2012,"Ireland",0.266
"Sympetrum_danae",2012,"Italy",0.02914
"Sympetrum_danae",2012,"Luxembourg",0.06972
"Sympetrum_danae",2012,"Netherlands",0.32349
"Sympetrum_danae",2012,"Norway",0.58032
"Sympetrum_danae",2012,"Portugal",0.00013
"Sympetrum_danae",2012,"Slovenia",0.0068
"Sympetrum_danae",2012,"Spain",0.00087
"Sympetrum_danae",2012,"Sweden",0.48244
"Sympetrum_danae",2012,"Switzerland",0.29437
"Sympetrum_danae",2012,"United Kingdom",0.27902
"Sympetrum_danae",2012,"All",0.21861
"Sympetrum_danae",2013,"Austria",0.21196
"Sympetrum_danae",2013,"Belgium",0.15697
"Sympetrum_danae",2013,"Czechia",0.17726
"Sympetrum_danae",2013,"Denmark",0.16836
"Sympetrum_danae",2013,"Finland",0.50666
"Sympetrum_danae",2013,"France",0.02929
"Sympetrum_danae",2013,"Germany",0.11103
"Sympetrum_danae",2013,"Ireland",0.28598
"Sympetrum_danae",2013,"Italy",0.03075
"Sympetrum_danae",2013,"Luxembourg",0.0756
"Sympetrum_danae",2013,"Netherlands",0.34676
"Sympetrum_danae",2013,"Norway",0.60326
"Sympetrum_danae",2013,"Portugal",0.00015
"Sympetrum_danae",2013,"Slovenia",0.00759
"Sympetrum_danae",2013,"Spain",0.00097
"Sympetrum_danae",2013,"Sweden",0.50503
"Sympetrum_danae",2013,"Switzerland",0.31423
"Sympetrum_danae",2013,"United Kingdom",0.29594
"Sympetrum_danae",2013,"All",0.22998
"Sympetrum_danae",2014,"Austria",0.19042
"Sympetrum_danae",2014,"Belgium",0.14009
"Sympetrum_danae",2014,"Czechia",0.1564
"Sympetrum_danae",2014,"Denmark",0.14774
"Sympetrum_danae",2014,"Finland",0.47516
"Sympetrum_danae",2014,"France",0.02566
"Sympetrum_danae",2014,"Germany",0.0986
"Sympetrum_danae",2014,"Ireland",0.25743
"Sympetrum_danae",2014,"Italy",0.02841
"Sympetrum_danae",2014,"Luxembourg",0.06734
"Sympetrum_danae",2014,"Netherlands",0.31341
"Sympetrum_danae",2014,"Norway",0.5702
"Sympetrum_danae",2014,"Portugal",0.00013
"Sympetrum_danae",2014,"Slovenia",0.00644
"Sympetrum_danae",2014,"Spain",0.00082
"Sympetrum_danae",2014,"Sweden",0.47245
"Sympetrum_danae",2014,"Switzerland",0.28562
"Sympetrum_danae",2014,"United Kingdom",0.27177
"Sympetrum_danae",2014,"All",0.21363
"Sympetrum_danae",2015,"Austria",0.16747
"Sympetrum_danae",2015,"Belgium",0.12225
"Sympetrum_danae",2015,"Czechia",0.13463
"Sympetrum_danae",2015,"Denmark",0.12632
"Sympetrum_danae",2015,"Finland",0.43912
"Sympetrum_danae",2015,"France",0.02194
"Sympetrum_danae",2015,"Germany",0.08558
"Sympetrum_danae",2015,"Ireland",0.22609
"Sympetrum_danae",2015,"Italy",0.02581
"Sympetrum_danae",2015,"Luxembourg",0.05871
"Sympetrum_danae",2015,"Netherlands",0.27684
"Sympetrum_danae",2015,"Norway",0.53145
"Sympetrum_danae",2015,"Portugal",1e-04
"Sympetrum_danae",2015,"Slovenia",0.00535
"Sympetrum_danae",2015,"Spain",0.00069
"Sympetrum_danae",2015,"Sweden",0.43558
"Sympetrum_danae",2015,"Switzerland",0.25427
"Sympetrum_danae",2015,"United Kingdom",0.24471
"Sympetrum_danae",2015,"All",0.19531
"Sympetrum_danae",2016,"Austria",0.17403
"Sympetrum_danae",2016,"Belgium",0.12729
"Sympetrum_danae",2016,"Czechia",0.14074
"Sympetrum_danae",2016,"Denmark",0.1323
"Sympetrum_danae",2016,"Finland",0.44974
"Sympetrum_danae",2016,"France",0.02299
"Sympetrum_danae",2016,"Germany",0.08926
